,user_name,date,rating,review_text
222,최익수,1년 전,4,낙동강변으로의  자전거 코스와 휴식 공간 이 좋아요
223,pojnuh lk,1년 전,5,"여기 완전 짱짱 좋습니다 한번 쯤 미세먼지가 없는 그런 좋은 날에 여기에
오시는 거 추천해요 주의할 점은 저녁에 가시는게 좋아요 낮에는 햇빛이
좀 뜨거워서요"
224,이영권,1년 전,4,계절의 변화에 맞춰 생동감을 주는 곳
225,김인선,9달 전,3,코스모스가  태풍으로 다쓰러지고 너무 아쉬워요
226,Yhun OH,1년 전,5,공원 너무 좋아요. 자연과 함께 합니다. 한적하고 조용해요..
227,홍준표,1년 전,5,가을에 가서 모기는 별로없었고 사이트간 간격이 넓어서 조용하게 캠핑하기 좋았어요.
228,이동환,1년 전,4,주말 나들이  및 운동하기 좋은곳
229,김태우,1년 전,4,"연인.가족들이 하루를 멋지게 보낼수 있는 곳으로
주변경관이 너무 좋아요"
230,최영철,1년 전,5,가족들과 자전거 타고 삼락 둘러 봤습니다♡
231,박상현,10달 전,5,아름답고 넓은 곳
232,대현,1년 전,5,벨로드롬 노면이 아쉽지만 가볍게 즐길 수 있는곳
233,SeungMan Sung,1년 전,4,사람들이 산책하거나 운동하러 많이 찾는 곳. 나들이하기 좋아요.
234,서기선,1년 전,5,이뻐요. 산책로도 아주 좋아요
235,화이팅대한민국,1년 전,5,막 뛰어 놀긴 최고~
236,이강봉,1년 전,1,사람너무만아서  꼿구도못 하고완  네요
237,심미숙,1년 전,4,운동하기좋은곳..아이들자전거타기.연날리기
238,Sam Jang,1년 전,5,부산에서 가족 소풍 장소 탑3 안에 들죠
239,고재현,8달 전,5,지금 억새풀이 장관입니다~
240,띠띠빵빵,1년 전,4,주차가 힘들었지만 코스모스 꽃길에서 사진 찍고 아기랑 가족자전거?도 타고 즐거웠어요.  매점이 있지만딱 음료랑 먹거리를 준비해서 가면 더 좋을 것 같아요. ^^
241,idaltu Hoshin,1년 전,4,넓고 풍광이 좋은곳 하지만 편의시설에 좀더 투자했으면
242,공소라,1년 전,4,모기가 많은점빼곤 좋았습니당
243,이석출,1년 전,5,"주차장 및 산책,생태공원으로서 아주 좋아요."
244,강정은,1년 전,4,"추웠음 ㅋㅋㅋㅋ
아들 축구하기 좋은장소에  강아지들이 똥싸고 쥔장들이 안치운 흔적이 많음"
245,박봉수,4년 전,4,"삼락생태공원은 사상구 엄궁동에서부터 사상구 삼락동(강서낙동대교)까지로 낙동강하구 둔치중 가장 넓은 지역이며, 천연기념물 제179호(낙동강하구 철새도래지)로 철새를 위한 습지, 철새먹이터 및 각종 체육시설(61면)을 비롯하여 잔디광장, 야생화단지, 자전거도로, 생태 산책코스 등으로 꾸며진 체육·휴식공간이다.
삼락생태공원은 크게 세부분으로 나누어져 있는데, 첫째, 최상단부와 중앙부분에 시민들을 위한 체육시설들이 위치하고, 둘째,…"
246,이진원,1년 전,4,자전거타기 좋아요.
247,박도하,1년 전,4,벚꽃이 아름다울때
248,조향운,1년 전,4,"한적한 곳을 거닐며 친구들과 휠링하는 곳 
많이 좋아하는 곳입니다"
249,Flame Shin,1년 전,5,"넓은 휴식공간, 뛰어난 자연경관, 도심속에 힐링할 수 있는 곳!"
250,권영현,1년 전,4,자전거타기 좋은곳. 공원이 아기자기하게 잘꾸며놓지는 않은듯.
251,마이무라,10달 전,5,산책하기 좋음
252,이수일,1년 전,4,운동하기좋은곳이요
253,lee Lucky,1년 전,5,부산에서 쉴만하고 운동하기 좋은곳으로 추천 합니다.
254,하민,2달 전,5,좋아요
255,조정호,1년 전,4,공기좋고 아직까지는 바람이 시원해서 산책하기 좋아요.
256,eunju kang,2년 전,5,넓고 힐링되는공간입니다. 자전거타기엔 완전적합
257,한청,6달 전,5,야구하러가는곳임
258,정봉갑,5달 전,5,북구에명소죠
259,안재우,1년 전,5,"천천히 구경.
도보 할수있음"
260,김동휘,2년 전,4,"산책, 캠핑, 데이트, 해양레져 등 다양한 활동을 해 볼수있는 한적하고 넓은 공원입니다. 시설지도를 확인해서 여러가지 활동을 해보시길"
261,고덕만,1년 전,3,"유채꽃 정말 아름다워 습니다
다시 한번 가보싶은 그곳"
262,z um,1년 전,3,다 좋은디 축구장 들어가면 뭐라함 잔디 축구장
263,김佳人,1년 전,5,벚꽃 축제 기간 동안 좋아요
264,YONG HEUN LEE,1년 전,4,넓은 공원에서 자전거도 탈 수 있어서 힐링하기 좋아요~
265,이승훈,1년 전,5,다들 진해로만 가시는데 삼락공원에 벚꽃도 진짜 너무 멋져요 벚꽃나무 아래에 산책길도 잘 되어있어서 그늘밑에서 데이트하기도 너무 좋아용
266,JUAN후안카이트서핑,3달 전,5,캠핑굳
267,Macus hyun,3년 전,5,"넓고 잘 정비된 공원이 도심가까이 있어서 좋아요.. 애들도 좋아하고.. 캠핑장엔 화장실, 샤워장도 잘되어 있네요~"
268,이명주,8달 전,4,시으ㅓㄴ하다.
269,Dongkko 2,11달 전,4,넓고 좋아요 ㅎㅎ
270,I am,8달 전,5,도심속의 힐링공간
271,Young Kim,2년 전,5,"넓고 아름다우며 각종 편의시설이 잘 갖춰짐
접근성도 좋음
솔까 한강공원보다 나음"
272,짱아치,8달 전,5,넓고 시원함
273,Fred Lee,2년 전,4,"부지가 넓고 있을건 웬만하면 다 있는듯

공원안에 시계탑 쪽에 있는 편의점은 카드결제도 가능하고 좋음 

근데 좀만 더 공원처럼 정비하면 더 좋을듯

아직까지 공사가 진행되는 곳도 있고 17년부터인거 같은데 야외 수영장도 오픈하니 점점 더 볼거리가 많아지는 듯..

부지가 너무 넓어서 아직까지 발전 가능성이 커 보입니다.

자전거 타기에도 좋고 연날리는 사람, 사이클경기장, 요트, 오토캠핑장, 연꽃단지도 있었던 것 같고

아쉬운건 주차장은 군데군데 있지만 방문객이 너무 많아서 주차공간이 부족한 점과 진입로가 편도 1차로라서 방문객이 몰리면 너무 차가 밀려서 입장까지 시간이 오래걸립니다.

코스모스 철인 요즘은 특히나 주말에 사람이 많이 몰립니다"
274,오형국,1년 전,5,여유롭게 머물수있는 곳
275,sangmin lee,2년 전,3,도시를 벗어나 허허벌판 아무것도 없는곳이라 산책하기 좋았음. 날짜가 중요한지 모르겠으나 6월은 그냥 덥고 아무것도 없어서 그냥 그랬음.
276,김수련,1년 전,4,가을이라 억새풀가득하네요
277,박유지,1년 전,3,편의시설부족 음식점 자전거대여점 이용금액이 다른곳에 비해 비싸요
278,배은주,1년 전,5,산책하기 좋아요
279,부산싸나이,1년 전,5,운동하기에 좋음
280,Bong Kyu Kim,1년 전,5,연인과 가족과~~좋아요
281,미래중년포비,1년 전,4,걷기 좋은곳
282,李康勲,10달 전,4,가족나들이로 참 좋은것같아요
283,이하영,2년 전,5,아주 넓고 끝과 끝이 아주 머네요. 아이들과 미션게임 하며 놀기 좋았습니다.
284,임진철,2년 전,5,여름빼고다좋음 모기에 더위에쉴곳이없음
285,서정우,1년 전,3,때론 혼자 생각할게 있어 머리가 아플땐 찾는곳입니다
286,한지원,2년 전,5,술 드시나요? 사상 주차비 비싸니 모임있을때 저녁에 무료 주차장 이용하시고 걸어가시는것도 좋아요. 운동도 되구요^^
287,김기웅,1년 전,5,너무좋아요 산책하며 놀고 있어요
288,정성현,2년 전,5,"이곳은 서부산시민들이 휴식을 취하고 산책 및 운동, 여가를 즐기기 좋은곳입니다. 매년8월에는 부산국제록페스티벌이 개최되는 장소이기도 합니다."
289,Sophia Park,1년 전,5,피크닉 장소 최고 ♡
290,박준석,1년 전,4,자전거 타기 좋네요
291,youngchang Kang,9달 전,2,주차하기가 힘들어요
292,문성환,1년 전,3,행사 있을때는 좋으나 행사 없을때는 뭔가 시설이 부족
293,김원중,6달 전,4,운동 기구가 있다
294,최영주,2년 전,5,좋습니다. 넓고 조용하고 여유롭게 시간을 보낼 수  있음
295,부랄큰타이거,1년 전,5,진해 군항제 갈 필요없음 벚꽃 필때 여기가셈
296,최상호,1년 전,5,좋은곳입니다
297,Hanyong Ham,1년 전,5,벚꽃길 너무 멋집니다.
298,아영',10달 전,5,아주 좋아요
299,p곤해boy네.,1년 전,3,벚꽃이 흐드러지고 그보다 많은 인파를 볼 수 있는
300,정석남,2년 전,5,요즘삼락생태공원내연꽃단지에는연꽃이예쁘게피워아름답다
301,신보라,1년 전,4,벚꽃이 이쁜 곳
302,안광홍,1년 전,4,가족들과 함께 산책하기 좋은  장소. 휴일에는 주차하기가 어려움.
303,필수최,1년 전,3,주차가 너무 안좋음 나머진 좋음
304,이동화,1년 전,4,넓음 산책로 자전거 도로 무료 주차
305,전형석,1년 전,5,엄청 넓고 다양한 포인트가 있음 유체꽃이 보기 좋았음 마누라랑 베드민턴도 침 ㅋㅋ
306,정동이,1년 전,3,"생태공원이라고 하기엔 인위적인 설치물들이
너무 많다.
과도한 체육시설과 물놀이장을 비롯하여 오토캠핑장, 공원을 찾는 사람들의 주차장으로
사용함이 아니라 방치된차량과 장기주차,
화물차들의 무질서한 주차도 눈살을 찌푸리게 한다. 그나마 형편이 나아 찾는 사람들이 많은
곳은 소규모 연꽃단지가아닐까 싶다.
사진작가들의 유명 출사지 중 한 곳이기도 해
연꽃시즌엔 발디딜 틈조차 없다.
그러나 연못물이 순환되지 않고 갇혀 있기에
썩어가는…"
307,하얀비,9달 전,3,편의시설부족
308,오동원,10달 전,3,넓어서 좋아요
309,Ming,1년 전,5,강아지 산책시키기 최고예요
310,Hong Ju Seo,1년 전,5,자전거 무료 대여 해서  한바퀴 돌아보면 피로야 가라~~
311,김혜원,1년 전,4,넓게 펼쳐진 자연스런 공원입니다. 좋아요
312,오태영,1년 전,4,가을 산책길 최고 입니다~
313,hppe hope,1년 전,3,비가오면 물이넘칠것같습니다 무섭 음산
314,홍길동,1년 전,5,가족단위 소풍하기 넘좋아요
315,강희숙,1년 전,5,정말좋았어요.벗꽃이~~^
316,HH2 Jo,1년 전,4,자건거 타고 생태공원 산책  넘좋다
317,고영식,1년 전,4,운동하기 좋은 공원
318,엄영섭,2년 전,5,볼것도 많고 옛날과 많이 달라졌어요 삼락
319,박종진박종진,1년 전,4,산책하기좋음.
320,자폴레트,1년 전,2,넓기만 넓고 그늘 없어요. 꽃도 없어요
321,김성우,8달 전,5,넓은 공원 넓은 하늘
322,지훈,2년 전,5,연인끼리나친구끼리와서자전거두타구이것저것많이사진도찍고추억도많이쌓을수잇어용!!
323,한기희,1년 전,3,삼락페~~~~화장실 너무 부족함 여자화장실 줄서느라 공연을 즐기질 못할 정도
324,넵튠,1년 전,5,아주 좋은곳 좋아
325,꽁실,2년 전,5,저는 자전거를 즐겨타는 사람이라 벨로드롬이 있어서 되게 슴니다
326,조홍환,1년 전,3,"맑고, 넓고 너무 좋아요!!!"
327,UNHAK LEE,2년 전,4,산책을 동반으로 휴식하기 좋은곳
328,tae yong kim,1년 전,5,공원으로 편하게  쉬어갈수있는공간
329,해롯,1년 전,2,작년엔 이곳에코스모스가 장관이었던지라 구경갔는데 올핸 관리를 안한건지 못한건지 코스모스가 없었슴. 갈대가 무성해서 코스모스가 작년의 절반정도도 안남은듯해서 씁쓸..내년엔 아예 없어질듯. 왜 ?
330,손기호,1년 전,3,운동하기좋아요
331,강동환,1년 전,4,밤에 오면 조명시설이 부족한 것 같다.
332,김민재,1년 전,3,넓고운동할곳이많다
333,박선미,2년 전,5,"애완견, 가족, 연인과 산책하기 좋아요ㆍ대박 넓어요ㆍ주차도 원활합니다ㆍ"
334,박도하,1년 전,4,"굿~~
넓은 공간."
335,최도점,2년 전,5,계절마다  축제가열 리고 낙동강강바람시원한 드널은 생태공원
336,유리,2년 전,5,기분이 좋고 공기도 맑고 평온하곳이다
337,김성국,1년 전,5,최고의 장소입니다!
338,h피플,9달 전,5,도심속에 휴식처
339,se ho Kim,1년 전,5,"부산에서 가장 큰 공원 잘되있음,"
340,이용욱,1년 전,5,캠핑하고좋아요
341,BYEONGDO YOON,1년 전,5,"도심에서 이만한 흙길의 산책로, 자전거 길, 런닝코스를 본 적이 없다."
342,배종호,2년 전,4,산책하기참좋은곳이다
343,정은지,1년 전,2,벚꽃구경하러 갔드만 사람이랑 홍보 부스만 구경하고옴^^
344,이민권,1년 전,4,힐링 공간 적당
345,박주성,8달 전,5,걷기대회 화이팅~!!!
346,강오석,2년 전,5,"대한민국 최고의 생태공원 입니다.  규모, 다양성, 접근성, 이벤트 등"
347,달빛소나무,2년 전,5,"다리 수술하고 재활운동으로 걷기를 하는데
조용하고 경치좋고 넓어서 아주 좋습니다."
348,ki hyoung no,1년 전,5,쉬어가는공간^^
349,정정미재,2년 전,5,"여긴 다양한경험 할수 있는곳이고 가족 연인 함께 할수있는 곳입니다~~^^
제가 최고로 좋아 하는곳이기도 합니다~~^^"
350,sujinabba,1년 전,5,풍경이 좋은 곳이네요
351,김성동,2년 전,4,벚꽃이 휘날리고 개 처럼 뛰기에 좋아요
352,이크림,1년 전,5,정말 멋지고 좋은 공원으로 감사드립니다.
353,Tim Bai,1년 전,5,자전거타기 딱좋아요
354,뷔뷔아이피,1년 전,4,벚꽃구경하기좋다~사람이넘많은게단점이긴하네ㅎㅎ봄내음물씬~!!
355,하고잽이뚜스레스주스,1년 전,1,정말최악. 극혐
356,전홍주,3년 전,4," 봄, 가을에 산책하기 좋은 곳. 아직 공원이 자리 잡지 못하여 큰 나무가 없어서 여름에는 더워서 별로입니다. "
357,정판곤,1년 전,5,좋아서요 ~
358,영훈서희 TV,1년 전,5,벚꽃이 만발하네요 길거리 음식은 별로
359,조정호,1년 전,5,부산의 보물같은 공원이죠 관리도 잘되고있고
360,W H,2년 전,4,넓고 조용하여 가족산책하기 좋은곳
361,ᆞ김은주ᆞ,2년 전,5,"시설조음
다시가고십은곳
강추"
362,Young Soon An,2년 전,5,"가족단위, 단체모임으로 좋아요"
363,손영창,2년 전,4,"오늘  새벽 체육공원에 잔설이 내렸네요.
운동하는데 기분이 상쾌했어요."
364,박삼순,1년 전,5,조아요ᆢ~~
365,김국현,2년 전,5,"한적해서 반려견과 산책하기 좋음
바로 근처에 체육공원도 있움"
366,노정훈,1년 전,4,유채꽃 축제  참석했는데 사람이많네요
367,플라즈마,2년 전,5,넓은 공원에 자연생태공원.. 사상 사하에 낙동강이 있어 좋아요
368,HOONIGAN,11달 전,5,넘흐좋다
369,Zeppelin Nau,3년 전,4,지방자치단체에서 돈 쏟아부은것이 표나는 넓고  넓은 강변의 공원입니다. 단지 큰 도로를 건너야자 갈 수 있어요. 
370,YACHO KANG,4년 전,5,"탁 트여서 좋습니다. 주차를 하기도 좋습니다.

그늘막 등을 가지고 와서 반려견과 함께 놀기에도 좋습니다. 자전거 트랙이 있습니다."
371,심도현,1년 전,5,자연이 신비로웠다
372,Mouse,2년 전,4,근처에 살고있다면 자전거 타기 최적의 장소
373,jongrae two,5달 전,3,넓다
374,즐겨찾는베컴,10달 전,1,뭐~벚꽃있음 공원??
375,won jeong,1년 전,1,이동이 불편합니다.
376,강분옥,2년 전,5,주차시설 공짜.넓은 공간.볼거리 만음
377,김태형,1년 전,1,모기 많음
378,김계종,1년 전,3,데이트 하기좋아요
379,빈이바르,1년 전,3,예전보다 더러워짐
380,어울림,2년 전,4,언제가도 편안합니다.
381,고영숙,1년 전,5,퇴근길에 걸어오면 운동도 돼고 넘 좋아요~^^
382,김상엽,2년 전,5,너무좋은곳입니다       자연  사람   하나가되는곳       항상머물고싶은곳
383,별잉,2년 전,5,밤에오면더예쁜삼락공원~~^^
384,강재안,6달 전,5,조아요
385,전수원,2년 전,5,산책하기 맑은공기 코스모스단지에서 사진찰칵 특히나 고요함이 (쾌적)으뜸
386,김호연,2년 전,5,넘!넘!멋진곳입니다.모든운동시설이다있어요^^
387,Hyunmin Kang,6달 전,2,너무 추워
388,최상율,1년 전,5,넓고 다양한 체육공원
389,문상림,2년 전,4,락페스티발 신난다 재미난다
390,Rastaban Van,3년 전,5,4월에는 벚꽃길이 멋있어요! 평소에는 가족단위 나들이 하기에 좋아요
391,IL UK Jeon,1년 전,5,사상구 삼락공원 사이클 연습장 에서 정월 대보름 달집 태우기함
392,정영항,10달 전,5,평화로운 생태공원
393,이기호,2년 전,5,괜찮은 듯 합니다 정말 좋은 것 같아요
394,구본용,1년 전,4,벗꽃이 만개하여 좋았내요.
395,문민찬,2년 전,5,서부산에서 축복받은 여유공간이라고 밖에...
396,정승민,9달 전,3,캠핑왔어요.
397,차문선,7달 전,5,좋음
398,오레오,3년 전,3,"지금 벚꽃이 만개직전입니다. 넓은 잔디 및 테니스코트, 운동장 등 체육시설도 좋아요."
399,김동준,8달 전,5,굿
400,New Face,1년 전,5,불특정다수가 즐길수있는곳이죠
401,김김기홍,1년 전,1,일요일이 비잡다
402,늘품,1년 전,5,부산락페 즐거웠던 기억
403,윤재혁,2년 전,5,부산국제락페스티벌 행사 중 8월 12일까지
404,nice plant kim,1년 전,4,연꽃이 한창 입니다
405,류광수,1년 전,4,자전거 대여해서 산책은 완전 짱~!
406,JW,2년 전,4,깨끗하고 넓은 평지가 매우 맘에 든다. 
407,park hayoung,4년 전,5,"정말 넓음!!!
출사지로도 많이 찾는 장소

산책하기에도 좋고 데이트하기에도 참 좋은곳
"
408,율리시스,1년 전,1,외국인 노동자들이 많네요 우리랑 문화가 달라서 그런지 윗통 벗고 오토바이 타고 하는 모습이 보기 안좋네요
409,곰발쿠마,2년 전,5,"있을건 다 있는 공원입니다. 물놀이시설, 하상레져시설, 대부분의 운동시설, 꽃생태체험, 산책로, 캠핑장, 자전거도로, 낙조 촬영......"
410,ssensee,3년 전,5,도심속에서 자연을 만끽할 수 있는 곳
411,토리빅,1년 전,4,엄청 넓고 코스모스 갈대 넘 이뻤어요~~^^
412,한상필,1년 전,3,봄 가을에 가족나들이 좋아요
413,김가은,2년 전,4,부산에 몇없는 스케이트보드 타기 좋은곳! 대신 뚜벅이는 오기 좀 힘들어요 ㅠㅠ
414,먹으려고살뺍니다,1년 전,4,좋습니다.
415,김우혁,3년 전,5,다양한 체육시설과 캠피장이 있는 곳입니다
416,이규환,1년 전,5,수련제철
417,李騎 行,2년 전,5,힐링하기로는 진짜 좋은곳
418,Seonguk Jo,4년 전,5,조용하고 운동하기 좋은 곳. 편의시설도 잘 되어 있다
419,김동관,1년 전,3,바람 마이 붑니다.
420,김 야고보종포,1년 전,4,가슴이 뻥뚤리듯 시원한곶이죠
421,이명수,2년 전,3,체육시설과 자연환경이좋음~
422,임용택,1년 전,2,산책코스와운동하기는괜찮으나주차도가능함
423,강희주,1년 전,4,벗꽃보러갔네요 예뻤어요
424,심병주,8달 전,5,좋음
425,Dae Hyeon Kim,3년 전,4,나들이 가기 좋다 꽃도 많고 구포둑도 자전거타거나 걷기 좋다
426,Hyeoung do Kim,3년 전,5,"
부산도시철도 2호선 사상역 하차후
도보20분 거리.
산책 및 조깅하기 좋음. 
여름엔 그늘이 별로 없는것이 단점."
427,TAK Son,2년 전,5,"벚꽃 필때 평일에 가면 좋음
주말은 벚꽃이 사람구경함"
428,고양이말랭,8달 전,4,좋아요
429,라이트스카이,2년 전,5,가족끼리 놀기 좋다
430,허남우,2년 전,2,그늘없고 일반야영장 보다 무조건 오토캠핑장이용 바람 그안에서도 시설차이 확연히 남
431,김기수,8달 전,5,좋아요
432,김성용,3년 전,5,여러 섹터에서 여유를 즐길 수 있는 서부산 최대 생태공원
433,조창현,1년 전,5,운동하기도 좋은공간
434,전주현,9달 전,5,산책길~
435,남인철,3년 전,5,부산에서 휴식도 취하고 운동도 즐길수 있는 소중한 공간
436,muho lee,2년 전,5,가족 반려견 산책엔 최고
437,성찬호,10달 전,5,주차 힘듦
438,변형석,3년 전,5,날씨좋은날 자전거 타기 넘 좋아요.
439,Redica Jeehyun Lee,4년 전,5,차를 타고 지나기 보다는 걸어다니면서 즐길 수 있는 공원. 내부 곳곳 이쁜 곳이 너무 많습니다.
440,신정욱,2년 전,4,사진 찍기 좋은 곳
441,달려라뽀송이,1년 전,5,자전거 타기 좋은곳
442,이종규,2년 전,4,도심 가까이에 이런 공원이.....체육시설이....수상레져시설까지...놀랍습니다.
443,문승현,1년 전,2,휴일이라  차가 너무 막혀요
444,김대원,2년 전,4,운동하기 참 좋은 공원입니다
445,강선하,2년 전,3,운동장소가 마음에 드나 주차장이 너무 모자 납니다
446,조현철,4년 전,4,"오토캠핑장도있고..
시내가까운곳에 여유를 즐길수있는 공원.

"
447,최준희,1년 전,4,자전거 타기 좋아요^^
448,권권혁진,2년 전,5,체육공원으로  부산에서 최고입니다
449,정연우,8달 전,5,우리집앞
450,S. Tiger,2년 전,4,애들 자전거 태우기 좋아요
451,신대현,1년 전,4,강변이라서좋다
452,Seunghyeon Lee,2년 전,5,"경치 좋고, 시설 좋고, 다 좋음"
453,무민트롤,1년 전,4,최고의 데이트 장소
454,fermata,1년 전,5,자전거 타기 좋아요
455,G C SHIN,3년 전,5,모기만 없으면 정말 좋은곳
456,임용순,1년 전,5,핑크뮬리도 보고 갈대도 볼 수 있어요
457,곰돌이푸,1년 전,5,좋아요.굿
458,김태욱,2년 전,5,힐링 하기에 좋습니다.
459,1404김민재,1년 전,4,적당한 시설 좋은 시설
460,파이팅,1년 전,3,"넓고 생태공원도 있고 좋음
그늘이 없는게 단점"
461,김지백,2년 전,5,벚꽃이 참 이쁘다
462,ks k,5년 전,1,매일 산책 나갑니다. 공기좋고 넓~은 잔디밭  맑은 새소리ᆢ
463,김진문,2년 전,5,벚꽃이 환상적이네요
464,김일규,2년 전,4,넓은장소에 다양한 형태 공원
465,LEE안토니오,2년 전,5,언제나 열린 부산시민의 휴식공간.
466,김성근,3년 전,5,"오늘  락페스티벌구경하러왔죠
아주 가까운데살면서도
오기힘드네요
독오회(독수리오형제)친구들이랑
선선한저녁바람 맞으며 힐링합니다"
467,ssoeny H,1년 전,4,운동 하기 좋아요
468,Jun's Real Life,3년 전,4,좋은데 여름은 비추 덥다
469,정진의,1년 전,5,벚꽃이피는명소
470,이몽,2년 전,4,주차장  매점 여러가지 운동할수있는곳 사람구경
471,이혜령,2년 전,4,해지는일몰보기좋아요
472,Angelina,1년 전,3,나무가 적으니깐 그늘막 부족
473,김성훈,1년 전,5,자전거 타기  최고
474,배대원,2년 전,5,소풍가기 좋아요
475,알파카,2년 전,5,모기가 많습니다
476,Jinkyu Baek,3년 전,4,도심에서 가까운 자연 쉼터
477,최명수,11달 전,3,그저그런
478,Seo Hwan Kyu,3년 전,5,"사상지역 생태공원, 야외행사 다수"
479,강영숙,1년 전,3,복잡합니다
480,한빈,9달 전,4,야구하자
481,이성일,1년 전,5,석양 굿.!  하늘 굿!
482,ho young bae,2년 전,3,모기가 많음
483,맘지향,11달 전,5,좋아요
484,강경민,4년 전,5,운동하기 좋고 조용해요
485,sh lee,1년 전,4,시원하고 좋다
486,김항래,1년 전,5,바람이분다~
487,!.,2년 전,3,휴식공간으로좋아요
488,Major Lee,3년 전,4,"도심의 스트레스를 날려 버릴수있는  공간입니다, "
489,김지현,2년 전,5,자전거무료였는데 1시간 3천원 버드나무 꽂가루가 눈처럼 날립니다ㅋㅋㅋㅋㅋㅋ
490,안용희,1년 전,5,평화로움
491,이현숙,1년 전,4,코스모스를 보는것만으로도 ‥
492,mas리클,3년 전,4,산책하기 참 좋음~
493,Joo Eun Lee,3년 전,4,여름되면 운동하기 좋을것같음. 스포츠별로 운동장이 구비되어있음
494,먹자,2년 전,5,자전가타기좋아요
495,주전포수,6달 전,3,지저분
496,김%,2년 전,4,탈수있는게 많아요
497,MyungIl Woo,2년 전,5,산책하기 좋은 곳.
498,Sus Jan,3년 전,5,봄에 핀이곳의 벗꽃은  특히나 아름답다
499,신영재,2년 전,5,공원 잘 만들어 져있어요
500,정제룡,2년 전,4,사진찍기 좋음
501,초이달밤에,2년 전,5,인파가 넘 많다
502,이기만,2년 전,4,"4월초
이쁘다"
503,정핑,3년 전,5,매우 이쁩니다 공원돌아다닐때 가끔씩 비행기소리난다는점 빼고는 평화롭습니다
504,송병금,2년 전,3,자전거 타기 좋아요
505,June Lee,2년 전,5,부산 락 페스티벌과 큰 오토 캠핑장
506,이영진,2년 전,4,아침 해가 빛나는 끝이 없는 삼락공원
507,Sepaktakraw Life,1년 전,5,굿~
508,chan dara,1년 전,5,삼락생 대공원에 만날까
509,최해덕,1년 전,4,처음갔는데 좋은것같아요
510,Jinwoo Heo,8달 전,5,생태공원 산책
511,Miny K,2년 전,4,가족나들이 괜찮아요
512,장원상,3년 전,5,가족 나들이에 좋음
513,박대제,1년 전,5,조심더~
514,박미희,1년 전,5,좋아요
515,정금엽,1년 전,5,좋아요
516,김상태,1년 전,4,달집놀이
517,권영삼,1년 전,5,벚꽃ㅡㅡ
518,뭐해볼까?,1년 전,5,좋습니다.
519,나거든난,8달 전,5,맛있음
520,이주아,1년 전,2,좋아요
521,박미선,1년 전,5,좋아요
522,유태준,1년 전,5,너무좋와용~^^
523,정민욱,2년 전,4,Yb는 거르자
524,이인희,2년 전,1,한산한 휴식공간
525,다육이하우스 succulent house mothers garden,2년 전,5,락페스티벌 공연 감상
526,남윤 하,1년 전,5,달집 태우기 구경
527,Byung EU,1년 전,5,건강
528,안명삼,1년 전,4,싸이클 경기장입니다
529,JeongHyun Choi,1년 전,1,볼거없음
530,최송,1년 전,3,괜찮아요
531,Cho TaiKi,1년 전,3,"진달래, 튜울립"
532,ki hueng nam,1년 전,5,쾌적합니다
533,이태석,2년 전,4,아주좋아요.
534,냠오렌지,2년 전,5,평범하고 좋은 듯
535,문대식,9달 전,4,원더풀
536,뉴요커,1년 전,5,좋아요
537,guo feng zhang,1년 전,1,좋아요
538,Hyunjin Choi,2년 전,5,부산락페스티벌이열리는장소
539,??,1년 전,4,삼락공원너무좋아요
540,체엘,1년 전,5,사상의 그나마 자랑거리
541,최희춘,2달 전,5,좋아용?
542,신현병,10달 전,3,삼락습지공원
543,이민기,8달 전,5,이민기
544,냐하핳,1년 전,5,나중
545,Jihoon KIM 채널,1년 전,5,벚꽃!!!
546,화수tv,1년 전,5,굿굿!!&^^&(@#@)!!☆*☆
547,sungho yun,1년 전,5,덥다
548,daewoong KIM,1년 전,5,산책
549,머고,1년 전,5,좋음 !!
550,류황열,1년 전,5,넓다
551,jh kim,1년 전,4,좋아요
552,네줄의행복,1년 전,5,좋음
553,김경일,1년 전,2,별로 ..
554,전재진,1년 전,4,좋음
555,이서현,1년 전,5,몰라
556,예벤버그,1년 전,4,삼락 락페 사랑해욜
557,박삐딱선,2년 전,4,매년 락패스티벌
558,꽁이꽁이,1년 전,5,좋음
559,BoCheol Jeong,1년 전,4,큰 강변 공원
560,mirim Choi,1년 전,5,웨딩촬영
561,김병길,2년 전,5,와우
562,이수영,2년 전,5,굿
563,정태성,2년 전,1,기대이하
564,정도흥,2년 전,4,아주좋아요
565,jong woo Kang,1년 전,5,좋은공원
566,Himssen Sens,2년 전,5,좋은 전경
567,김호승,2년 전,4,구~~~~~우웃
568,서CH,2년 전,5,벚꽃
569,문수명,2년 전,5,최고의 벚꽃공원
570,조삼순,2년 전,5,꽃길
571,김영주,2년 전,4,반려견들과 산책
572,공간시스템,2년 전,4,참좋아요
573,안태우,2년 전,5,휴식 여유
574,MoMoSalon모모쌀롱,2년 전,3,좋아
575,제혜와,2년 전,3,ㅋㅋㅋ
576,암남동메루치,2년 전,3,개안습니당
577,김동욱,2년 전,5,좋아예
578,조승규,1년 전,4,가족 캠핑 바람 겁나분다
579,Thom Yorke,2년 전,5,락페 꿀잼
580,구상현,2년 전,4,굿!
581,최부식,2년 전,5,이뽀
582,장지원,2년 전,3,그저
583,김달용달용,2년 전,4,흴링공간
584,김치호,2년 전,5,베리굿
585,sangsu kim,2년 전,5,ㅇㅈ
586,정범서,2년 전,5,좋은 공원이다
